"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2000","504.07","506.39","510.16","502.17","701.75M","-0.34%"
"Aug 11, 2000","505.79","490.70","505.79","490.07","669.66M","3.51%"
"Aug 10, 2000","488.62","483.72","490.92","483.72","968.03M","1.09%"
"Aug 09, 2000","483.35","485.07","486.31","482.19","422.11M","-0.36%"
"Aug 08, 2000","485.08","490.52","491.51","483.05","349.85M","-1.11%"
"Aug 07, 2000","490.54","494.18","494.32","489.32","287.56M","-0.73%"
"Aug 04, 2000","494.16","491.97","494.93","491.97","333.35M","0.44%"
"Aug 03, 2000","491.99","490.48","495.63","490.48","511.67M","0.32%"
"Aug 02, 2000","490.44","489.81","491.24","487.20","443.86M","0.16%"
"Aug 01, 2000","489.68","492.19","496.73","487.92","290.77M","-0.51%"
"Jul 31, 2000","492.19","498.71","498.71","489.35","224.06M","-1.33%"
"Jul 28, 2000","498.80","499.38","500.62","497.75","308.25M","-0.08%"
"Jul 27, 2000","499.18","496.51","499.18","494.84","265.27M","0.50%"
"Jul 26, 2000","496.69","499.64","499.64","494.66","176.31M","-0.60%"
"Jul 25, 2000","499.68","506.90","506.90","498.98","338.24M","-1.43%"
"Jul 24, 2000","506.94","508.87","512.27","506.00","669.78M","-0.36%"
"Jul 21, 2000","508.79","513.93","514.36","508.06","436.65M","-0.90%"
"Jul 20, 2000","513.39","513.82","517.88","509.86","479.68M","-0.08%"
"Jul 19, 2000","513.78","507.09","513.78","507.09","422.31M","1.33%"
"Jul 18, 2000","507.05","506.87","507.05","504.63","188.73M","0.05%"
"Jul 17, 2000","506.80","504.21","508.60","504.21","192.30M","0.53%"
"Jul 14, 2000","504.11","505.95","507.43","502.14","434.45M","-0.36%"
"Jul 13, 2000","505.92","511.09","511.83","504.51","719.05M","-0.99%"
"Jul 12, 2000","510.99","512.61","514.58","509.94","703.80M","-0.32%"
"Jul 11, 2000","512.62","509.02","512.62","508.70","352.45M","0.82%"
"Jul 10, 2000","508.47","508.35","511.14","505.31","414.66M","0.07%"
"Jul 07, 2000","508.11","513.43","513.89","505.14","366.12M","-1.04%"
"Jul 06, 2000","513.43","512.40","516.63","511.66","398.67M","0.19%"
"Jul 05, 2000","512.47","508.43","516.50","505.59","662.45M","0.63%"
"Jul 04, 2000","509.26","503.47","509.38","493.70","363.13M","1.07%"
"Jul 03, 2000","503.86","514.66","514.66","496.45","422.61M","-2.18%"
"Jun 30, 2000","515.11","512.17","515.11","507.57","246.44M","0.49%"
"Jun 29, 2000","512.60","510.24","513.27","508.69","527.95M","0.49%"
"Jun 28, 2000","510.12","502.11","510.12","501.20","500.91M","1.61%"
"Jun 27, 2000","502.05","507.87","512.32","499.46","321.13M","-1.07%"
"Jun 26, 2000","507.50","503.35","514.83","503.35","634.43M","0.87%"
"Jun 23, 2000","503.14","501.98","503.14","495.17","398.41M","0.27%"
"Jun 22, 2000","501.81","494.32","504.41","492.52","571.60M","1.48%"
"Jun 21, 2000","494.49","490.03","494.49","484.67","396.31M","0.89%"
"Jun 20, 2000","490.12","490.92","492.73","484.01","601.21M","-0.12%"
"Jun 19, 2000","490.69","484.02","491.28","481.83","779.55M","1.38%"
"Jun 16, 2000","484.02","475.90","484.02","475.70","336.51M","1.70%"
"Jun 14, 2000","475.93","468.38","475.93","466.10","234.52M","1.62%"
"Jun 13, 2000","468.36","476.03","476.03","465.86","227.00M","-1.61%"
"Jun 12, 2000","476.03","478.63","484.39","473.47","325.97M","-0.40%"
"Jun 09, 2000","477.93","478.79","484.27","472.22","528.41M","-0.06%"
"Jun 08, 2000","478.21","460.74","478.21","459.96","647.86M","4.08%"
"Jun 07, 2000","459.46","451.90","459.46","445.52","268.92M","1.48%"
"Jun 06, 2000","452.76","453.14","453.14","444.92","206.67M","-0.26%"
"Jun 05, 2000","453.94","446.04","454.70","446.04","272.78M","2.14%"
"Jun 02, 2000","444.45","454.99","459.14","440.46","488.81M","-2.17%"
"May 31, 2000","454.33","469.41","474.32","452.80","768.81M","-3.07%"
"May 30, 2000","468.71","461.11","468.71","441.64","537.87M","1.59%"
"May 29, 2000","461.39","481.18","481.18","457.98","498.68M","-4.29%"
"May 26, 2000","482.07","489.72","489.72","474.63","494.27M","-1.75%"
"May 25, 2000","490.68","493.71","497.91","487.71","249.94M","-0.51%"
"May 24, 2000","493.20","495.20","495.20","487.82","225.42M","-0.47%"
"May 23, 2000","495.51","499.50","499.97","493.00","285.71M","-0.85%"
"May 22, 2000","499.77","507.82","507.82","496.80","245.24M","-1.89%"
"May 19, 2000","509.40","514.92","515.34","506.16","228.74M","-1.06%"
"May 17, 2000","514.85","497.82","514.85","497.82","343.48M","3.42%"
"May 16, 2000","497.82","515.87","516.31","495.20","367.85M","-3.60%"
"May 15, 2000","516.43","526.59","526.59","512.78","180.51M","-1.98%"
"May 12, 2000","526.88","529.40","532.31","517.43","224.04M","-0.44%"
"May 11, 2000","529.20","546.73","546.73","527.43","250.23M","-3.47%"
"May 10, 2000","548.24","547.67","548.24","544.04","194.56M","0.10%"
"May 09, 2000","547.67","550.62","550.77","537.89","192.98M","-0.48%"
"May 08, 2000","550.33","545.39","553.85","545.39","266.54M","0.87%"
"May 05, 2000","545.61","539.05","545.61","539.05","244.87M","1.23%"
"May 04, 2000","538.97","535.31","539.77","533.13","274.07M","0.68%"
"May 03, 2000","535.31","531.27","539.81","529.11","290.17M","0.76%"
"May 02, 2000","531.25","524.55","531.25","523.88","297.82M","1.27%"
"May 01, 2000","524.61","526.83","526.87","521.51","131.83M","-0.40%"
"Apr 28, 2000","526.74","521.64","526.74","517.97","265.16M","0.98%"
"Apr 27, 2000","521.62","523.66","523.66","519.18","196.27M","-0.47%"
"Apr 26, 2000","524.08","518.87","524.26","510.07","342.51M","0.97%"
"Apr 25, 2000","519.04","529.73","529.73","515.62","290.85M","-2.22%"
"Apr 24, 2000","530.85","526.08","530.85","524.44","169.35M","0.85%"
"Apr 20, 2000","526.40","526.30","526.40","519.21","220.10M","0.02%"
"Apr 19, 2000","526.30","528.21","530.96","524.81","419.48M","-0.37%"
"Apr 18, 2000","528.26","530.06","536.62","525.77","396.17M","-0.19%"
"Apr 17, 2000","529.26","554.08","554.08","524.35","865.86M","-4.94%"
"Apr 14, 2000","556.79","565.09","565.29","553.54","303.00M","-1.47%"
"Apr 13, 2000","565.11","564.74","565.84","562.27","271.80M","0.07%"
"Apr 12, 2000","564.74","569.90","570.02","561.10","215.08M","-0.88%"
"Apr 11, 2000","569.74","569.67","569.74","561.83","264.56M","0.02%"
"Apr 10, 2000","569.62","571.08","571.42","566.64","171.36M","-0.21%"
"Apr 07, 2000","570.82","564.63","570.82","564.63","223.83M","1.18%"
"Apr 05, 2000","564.18","570.87","570.87","556.60","277.08M","-1.18%"
"Apr 03, 2000","570.90","583.55","583.57","566.52","289.73M","-2.12%"
"Mar 30, 2000","583.28","591.68","593.40","581.83","668.87M","-1.42%"
"Mar 29, 2000","591.68","588.43","591.68","586.54","675.72M","0.50%"
"Mar 28, 2000","588.73","585.27","588.73","582.22","377.99M","0.60%"
"Mar 27, 2000","585.24","581.84","585.24","579.68","262.85M","0.65%"
"Mar 24, 2000","581.47","586.61","589.03","578.06","490.35M","-0.77%"
"Mar 23, 2000","586.01","586.87","593.20","582.68","433.93M","-0.15%"
"Mar 22, 2000","586.87","579.58","586.87","579.58","387.59M","1.36%"
"Mar 21, 2000","578.97","584.79","585.01","575.40","246.74M","-1.01%"
"Mar 20, 2000","584.88","590.71","590.71","581.33","248.32M","-1.01%"
"Mar 17, 2000","590.85","588.32","598.41","587.58","397.45M","0.68%"
"Mar 15, 2000","586.87","585.62","587.66","579.63","325.71M","0.16%"
"Mar 14, 2000","585.92","587.85","590.18","580.85","218.73M","-0.28%"
"Mar 13, 2000","587.58","596.18","599.82","583.58","451.19M","-1.44%"
"Mar 10, 2000","596.18","587.09","598.04","587.09","603.46M","1.88%"
"Mar 09, 2000","585.18","570.52","589.82","570.52","721.58M","2.65%"
"Mar 08, 2000","570.05","562.18","571.11","552.00","510.55M","1.30%"
"Mar 07, 2000","562.76","565.95","565.95","555.45","528.84M","-0.70%"
"Mar 06, 2000","566.71","549.45","571.57","549.45","646.92M","3.31%"
"Mar 03, 2000","548.55","547.33","548.55","528.20","441.84M","0.37%"
"Mar 02, 2000","546.53","565.48","565.48","543.28","422.62M","-3.35%"
"Mar 01, 2000","565.48","577.79","581.93","561.71","517.52M","-1.92%"
"Feb 28, 2000","576.54","568.17","579.49","567.15","344.08M","1.41%"
"Feb 25, 2000","568.55","573.78","575.66","565.35","322.57M","-0.86%"
"Feb 24, 2000","573.49","584.69","587.28","570.98","361.44M","-1.87%"
"Feb 23, 2000","584.43","583.55","591.79","580.84","391.20M","0.17%"
"Feb 22, 2000","583.42","593.05","596.11","580.52","372.88M","-1.61%"
"Feb 21, 2000","592.99","599.57","599.57","589.77","397.04M","-1.10%"
"Feb 18, 2000","599.57","600.06","604.58","577.96","498.78M","-0.10%"
"Feb 17, 2000","600.17","621.32","623.70","595.12","638.86M","-3.49%"
"Feb 16, 2000","621.90","637.28","637.28","618.90","658.49M","-2.35%"
"Feb 15, 2000","636.89","634.67","641.61","634.67","673.02M","0.50%"
"Feb 14, 2000","633.72","634.62","638.09","632.10","886.98M","-0.21%"
"Feb 11, 2000","635.08","639.05","640.93","630.65","1.25B","-0.65%"
"Feb 10, 2000","639.25","631.41","642.14","630.02","2.27B","1.08%"
"Feb 09, 2000","632.45","631.43","632.45","626.09","896.51M","0.40%"
"Feb 08, 2000","629.90","637.96","639.75","627.20","426.74M","-1.03%"
"Feb 07, 2000","636.43","635.34","641.17","631.98","517.37M","0.23%"
"Feb 04, 2000","635.00","614.31","635.00","614.31","609.79M","3.37%"
"Feb 03, 2000","614.31","603.05","615.01","600.16","424.07M","1.78%"
"Feb 02, 2000","603.58","617.10","621.72","601.46","557.72M","-2.15%"
"Feb 01, 2000","616.86","636.76","638.38","613.53","516.46M","-3.07%"
"Jan 31, 2000","636.37","634.50","636.37","626.30","628.73M","0.27%"
"Jan 28, 2000","634.67","645.30","646.28","633.27","1.17B","-1.55%"
"Jan 27, 2000","644.65","643.63","650.07","633.81","947.00M","0.20%"
"Jan 26, 2000","643.38","649.67","656.72","640.24","1.32B","-1.00%"
"Jan 25, 2000","649.86","656.17","656.17","645.47","1.08B","-1.04%"
"Jan 24, 2000","656.72","664.69","668.98","653.55","1.08B","-1.20%"
"Jan 21, 2000","664.69","670.28","670.90","662.93","919.73M","-0.81%"
"Jan 20, 2000","670.15","656.41","673.91","656.41","1.30B","2.16%"
"Jan 19, 2000","656.00","685.92","685.92","652.04","1.67B","-4.33%"
"Jan 18, 2000","685.72","703.80","704.35","681.49","910.66M","-2.52%"
"Jan 17, 2000","703.48","691.60","707.47","691.60","1.22B","1.82%"
"Jan 14, 2000","690.89","691.81","694.09","683.70","2.43B","-0.10%"
"Jan 13, 2000","691.61","690.79","699.67","688.40","2.38B","0.21%"
"Jan 12, 2000","690.16","696.29","698.14","686.71","1.47B","-0.84%"
"Jan 11, 2000","696.00","691.92","704.54","691.92","1.78B","1.09%"
"Jan 06, 2000","688.52","681.30","691.89","681.30","760.45M","1.54%"
"Jan 05, 2000","678.09","694.86","694.86","674.34","868.50M","-3.16%"
"Jan 04, 2000","700.22","677.47","704.03","677.47","1.11B","3.44%"
"Dec 30, 1999","676.92","675.13","678.79","673.95","401.40M","0.30%"
"Dec 29, 1999","674.88","677.53","678.85","672.13","739.77M","-0.35%"
"Dec 28, 1999","677.22","682.81","684.68","673.55","1.07B","-0.61%"
"Dec 27, 1999","681.38","666.88","693.53","666.88","1.70B","2.29%"
"Dec 23, 1999","666.13","662.95","666.13","660.51","959.68M","0.77%"
"Dec 22, 1999","661.05","657.19","662.91","657.19","1.50B","0.63%"
"Dec 21, 1999","656.89","646.08","656.89","645.37","839.03M","1.68%"
"Dec 20, 1999","646.06","637.90","646.06","633.62","267.61M","1.13%"
"Dec 17, 1999","638.82","646.39","646.39","636.29","262.54M","-1.19%"
"Dec 16, 1999","646.51","652.52","653.81","643.37","478.66M","-0.90%"
"Dec 15, 1999","652.38","650.32","656.77","649.08","963.94M","0.62%"
"Dec 14, 1999","648.39","631.01","648.39","630.68","832.27M","2.83%"
"Dec 13, 1999","630.55","634.43","639.70","626.63","246.19M","-0.52%"
"Dec 10, 1999","633.84","632.96","639.82","631.04","408.27M","0.36%"
"Dec 09, 1999","631.55","620.96","631.55","620.42","432.53M","1.70%"
"Dec 08, 1999","620.98","621.11","621.30","617.14","286.64M","-0.11%"
"Dec 07, 1999","621.65","624.39","631.48","618.75","401.65M","-0.44%"
"Dec 06, 1999","624.39","615.10","626.53","615.07","445.24M","1.78%"
"Dec 03, 1999","613.49","598.71","613.49","594.91","408.22M","2.52%"
"Dec 02, 1999","598.41","598.98","602.61","594.57","420.71M","0.15%"
"Dec 01, 1999","597.54","583.23","597.54","583.23","381.80M","2.35%"
"Nov 30, 1999","583.80","582.96","583.80","571.14","293.67M","0.17%"
"Nov 29, 1999","582.82","596.35","596.95","579.43","461.45M","-2.27%"
"Nov 26, 1999","596.36","588.43","599.63","588.09","385.40M","1.31%"
"Nov 25, 1999","588.66","599.72","599.72","582.29","549.92M","-1.84%"
"Nov 24, 1999","599.72","617.27","617.27","595.62","511.66M","-3.03%"
"Nov 23, 1999","618.45","630.17","630.36","614.16","495.64M","-1.86%"
"Nov 22, 1999","630.17","633.35","634.84","624.96","724.90M","-0.50%"
"Nov 19, 1999","633.31","636.68","642.20","629.67","501.41M","-0.52%"
"Nov 18, 1999","636.62","639.26","642.05","634.35","542.25M","-0.76%"
"Nov 17, 1999","641.48","642.15","643.54","638.23","437.99M","-0.04%"
"Nov 16, 1999","641.73","635.90","641.73","635.81","427.19M","0.93%"
"Nov 15, 1999","635.80","635.19","642.50","633.98","312.42M","0.09%"
"Nov 12, 1999","635.23","638.73","640.16","630.13","428.90M","-0.51%"
"Nov 11, 1999","638.49","638.45","647.51","636.66","946.56M","-0.07%"
"Nov 10, 1999","638.91","637.86","642.77","635.08","872.08M","0.01%"
"Nov 09, 1999","638.82","628.21","638.82","628.21","720.92M","1.67%"
"Nov 08, 1999","628.31","626.01","630.86","625.96","619.60M","0.36%"
"Nov 05, 1999","626.04","619.09","626.67","615.99","655.16M","1.22%"
"Nov 04, 1999","618.51","602.92","619.07","602.92","870.88M","2.47%"
"Nov 03, 1999","603.59","594.40","604.63","594.40","767.03M","1.55%"
"Nov 02, 1999","594.40","595.08","596.41","591.63","434.95M","-0.11%"
"Nov 01, 1999","595.08","594.70","600.53","592.34","416.40M","0.20%"
"Oct 29, 1999","593.87","580.24","593.87","580.24","374.11M","2.76%"
"Oct 28, 1999","577.93","576.52","581.47","572.47","329.20M","0.24%"
"Oct 27, 1999","576.52","594.00","594.00","574.35","509.54M","-2.98%"
"Oct 26, 1999","594.25","598.39","612.52","589.91","1.02B","-0.47%"
"Oct 25, 1999","597.07","604.18","611.00","592.21","897.58M","-1.18%"
"Oct 22, 1999","604.18","628.35","641.21","600.25","2.00B","-2.00%"
"Oct 21, 1999","616.49","584.11","624.93","584.11","2.28B","5.49%"
"Oct 20, 1999","584.42","584.21","644.07","569.38","4.03B","0.13%"
"Oct 19, 1999","583.65","553.94","585.98","553.94","1.21B","5.50%"
"Oct 18, 1999","553.21","567.84","567.84","550.22","202.89M","-2.59%"
"Oct 15, 1999","567.92","567.78","568.23","559.82","223.90M","0.02%"
"Oct 14, 1999","567.78","571.71","572.00","564.98","198.08M","-0.73%"
"Oct 13, 1999","571.95","570.92","571.96","556.48","377.19M","0.10%"
"Oct 12, 1999","571.38","583.80","583.80","566.09","302.82M","-2.17%"
"Oct 11, 1999","584.06","587.86","587.86","581.89","545.63M","-0.71%"
"Oct 08, 1999","588.24","584.83","588.24","576.87","423.31M","0.49%"
"Oct 07, 1999","585.35","589.21","597.91","581.79","723.68M","-0.58%"
"Oct 06, 1999","588.75","566.65","592.82","566.42","1.53B","3.97%"
"Oct 05, 1999","566.25","555.37","566.25","555.32","508.84M","1.97%"
"Oct 04, 1999","555.30","570.78","580.10","552.15","798.62M","-1.90%"
"Oct 01, 1999","566.04","548.34","569.72","548.34","784.96M","3.30%"
"Sep 30, 1999","547.94","526.30","547.94","526.30","470.55M","4.08%"
"Sep 29, 1999","526.47","529.22","529.22","523.72","249.77M","-0.52%"
"Sep 28, 1999","529.22","515.62","529.22","515.62","228.41M","2.75%"
"Sep 27, 1999","515.07","518.90","523.83","512.13","272.81M","-0.48%"
"Sep 24, 1999","517.54","526.17","526.17","505.72","987.38M","-2.01%"
"Sep 23, 1999","528.17","545.45","545.45","525.23","267.64M","-3.17%"
"Sep 22, 1999","545.45","547.04","547.69","542.36","157.36M","-0.33%"
"Sep 21, 1999","547.26","543.33","547.73","542.69","230.44M","0.72%"
"Sep 20, 1999","543.33","546.67","548.12","541.34","173.67M","-0.67%"
"Sep 17, 1999","547.02","548.12","549.61","543.94","181.57M","-0.32%"
"Sep 16, 1999","548.76","548.13","549.06","539.01","197.41M","0.03%"
"Sep 15, 1999","548.61","562.06","562.06","544.66","230.98M","-2.39%"
"Sep 14, 1999","562.06","569.16","569.16","559.80","289.37M","-1.33%"
"Sep 13, 1999","569.65","565.30","576.88","565.30","605.05M","1.22%"
"Sep 10, 1999","562.78","542.07","562.78","542.07","738.97M","4.60%"
"Sep 09, 1999","538.01","519.02","538.01","503.60","470.98M","3.34%"
"Sep 08, 1999","520.62","544.48","544.50","514.86","300.52M","-4.53%"
"Sep 07, 1999","545.35","540.26","547.49","528.07","417.82M","0.91%"
"Sep 06, 1999","540.43","565.23","567.96","538.80","259.46M","-4.38%"
"Sep 03, 1999","565.20","571.20","571.20","559.74","221.03M","-1.04%"
"Sep 02, 1999","571.12","571.17","571.87","567.63","272.00M","-0.12%"
"Sep 01, 1999","571.78","567.03","574.37","566.73","399.11M","0.84%"
"Aug 31, 1999","567.03","566.52","568.78","558.86","621.64M","0.06%"
"Aug 30, 1999","566.67","572.41","573.94","563.65","903.48M","-1.05%"
"Aug 27, 1999","572.67","579.72","579.72","569.48","347.87M","-1.52%"
"Aug 26, 1999","581.51","585.66","585.83","577.62","161.77M","-0.64%"
"Aug 25, 1999","585.26","586.15","588.11","581.29","253.29M","-0.17%"
"Aug 24, 1999","586.24","585.84","596.46","582.98","311.18M","0.25%"
"Aug 23, 1999","584.80","576.17","584.80","576.17","221.32M","1.50%"
"Aug 20, 1999","576.17","583.11","583.11","573.65","360.87M","-0.96%"
"Aug 19, 1999","581.75","561.45","581.75","560.02","760.02M","3.63%"
"Aug 18, 1999","561.37","559.88","561.37","554.13","427.18M","0.16%"
"Aug 16, 1999","560.48","558.27","568.98","558.27","561.83M","0.50%"
"Aug 13, 1999","557.71","565.23","567.62","554.11","336.40M","-1.33%"
"Aug 12, 1999","565.22","554.26","565.81","554.26","453.92M","1.98%"
"Aug 11, 1999","554.26","576.11","576.19","550.40","835.19M","-3.83%"
"Aug 10, 1999","576.34","593.80","593.80","561.46","1.02B","-2.99%"
"Aug 09, 1999","594.11","607.46","607.66","589.00","661.39M","-2.26%"
"Aug 06, 1999","607.84","606.27","613.39","601.47","458.00M","0.26%"
"Aug 05, 1999","606.27","614.09","614.09","601.32","558.08M","-1.32%"
"Aug 04, 1999","614.39","620.97","622.69","610.20","606.14M","-0.74%"
"Aug 03, 1999","618.99","596.61","618.99","596.61","492.35M","3.77%"
"Aug 02, 1999","596.51","598.16","604.12","590.84","394.51M","-0.23%"
"Jul 30, 1999","597.87","617.31","617.31","596.08","661.15M","-3.01%"
"Jul 29, 1999","616.43","599.37","620.71","599.37","966.21M","2.87%"
"Jul 28, 1999","599.26","575.68","599.26","575.68","683.23M","4.54%"
"Jul 27, 1999","573.22","592.72","592.72","567.42","454.40M","-3.29%"
"Jul 26, 1999","592.72","625.61","625.61","585.02","715.26M","-5.29%"
"Jul 23, 1999","625.83","642.52","642.52","621.91","729.25M","-2.62%"
"Jul 22, 1999","642.65","641.07","646.17","640.29","365.55M","0.24%"
"Jul 21, 1999","641.11","649.58","649.58","636.42","1.15B","-1.35%"
"Jul 20, 1999","649.86","658.27","659.34","647.26","525.44M","-1.28%"
"Jul 19, 1999","658.27","662.43","668.04","653.34","589.78M","-0.62%"
"Jul 16, 1999","662.37","660.62","664.79","657.68","716.05M","0.28%"
"Jul 15, 1999","660.54","664.88","666.99","659.18","640.06M","-0.65%"
"Jul 14, 1999","664.88","656.19","665.32","652.26","528.67M","1.32%"
"Jul 13, 1999","656.19","663.20","664.52","654.85","459.24M","-1.05%"
"Jul 12, 1999","663.12","656.65","670.09","656.65","679.87M","0.99%"
"Jul 09, 1999","656.64","660.25","663.26","653.52","382.53M","-0.55%"
"Jul 08, 1999","660.25","665.41","667.52","656.70","370.09M","-0.83%"
"Jul 07, 1999","665.77","681.55","690.27","663.46","643.19M","-2.32%"
"Jul 06, 1999","681.59","665.37","685.10","661.97","1.07B","2.47%"
"Jul 05, 1999","665.14","670.28","678.49","652.12","1.24B","-0.81%"
